time_register,email,student_name,student_id,dob,gender,cccd,phone_number,student_email,faculty,major,class,year,gpa,address,distance,priority_reasons,evidence_images,note
29/01/2026 15:05:52,tranvanbinh228@gmail.com,Trần Văn Bình,2251164228,04/05/2003,Nam,1205000228,0062248637,tranvanbinh228@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 2,3.97,Thanh Hóa,552,,https://drive.google.com/file/d/1aTNDM5ijeaOQgpv0Y9o14HSzz_jTDFyQ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong229@gmail.com,Vũ Thị Phương,2251164229,18/10/2006,Nữ,1205000229,0905186623,vuthiphuong229@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,3.43,Gia Lai,122,,https://drive.google.com/file/d/1WwRB80ELmPnVLGq2KTClC1qQuNcJYx_Y/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh230@gmail.com,Bùi Thị Hạnh,2251164230,29/04/2005,Nữ,1205000230,0037320245,buithihanh230@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 4,2.63,Hưng Yên,476,Vùng sâu vùng xa,https://drive.google.com/file/d/1JAx6Nu5j5fxshf9TkgYqozSxw7hjhdOy/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh231@gmail.com,Đặng Văn Khánh,2251164231,26/05/2005,Nam,1205000231,0348434733,dangvankhanh231@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,2.80,Hưng Yên,481,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/18DCfp3hMVkiI7cX_D4O0TXE7ZjNMunw5/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh232@gmail.com,Trần Văn Bình,2251164232,23/08/2004,Nam,1205000232,0310639338,tranvanbinh232@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 2,2.53,Thanh Hóa,196,Vùng sâu vùng xa,https://drive.google.com/file/d/12KSr_C6N0rDY0oZhjviI6yvT4EdECX6r/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh233@gmail.com,Trần Văn Bình,2251164233,24/03/2003,Nam,1205000233,0458158792,tranvanbinh233@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 4,2.99,Nghệ An,452,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1kBm26boNLQgiqt0JjHZEBQ_EDmmIJWai/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh234@gmail.com,Bùi Thị Hạnh,2251164234,05/07/2005,Nữ,1205000234,0123206932,buithihanh234@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 2,2.99,Hưng Yên,60,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1-lEw9yPM1Lo2OWh2ysNPMmjIvsJaU8YG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan235@gmail.com,Nguyễn Văn An,2251164235,26/09/2005,Nam,1205000235,0684275438,nguyenvanan235@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 3,3.59,Lào Cai,67,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1aJGXjxGnn_5pFfWI4pHWKtMUOEk65hKW/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh236@gmail.com,Bùi Thị Hạnh,2251164236,24/11/2005,Nữ,1205000236,0237598941,buithihanh236@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 2,3.66,Lào Cai,519,,https://drive.google.com/file/d/1CYszAL3ZJK4xULmya7aTNbrd_4bs2vqO/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh237@gmail.com,Đặng Văn Khánh,2251164237,27/03/2003,Nam,1205000237,0958444017,dangvankhanh237@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 2,2.68,Nam Định,313,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1a-rcmHA2DaF_HM4B6zJYzi6ck_eJSGLD/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh238@gmail.com,Bùi Thị Hạnh,2251164238,12/05/2004,Nữ,1205000238,0476588931,buithihanh238@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,2.84,Hà Nội,397,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1KnQWEuouq5iPp5w2Z1cGFSPQoHbH15II/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh239@gmail.com,Bùi Thị Hạnh,2251164239,19/09/2005,Nữ,1205000239,0896825900,buithihanh239@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 3,3.64,Nam Định,55,Vùng sâu vùng xa,https://drive.google.com/file/d/1_xBSwL3vYOXVQRdc85-wpcyPtybT9lqq/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh240@gmail.com,Đặng Văn Khánh,2251164240,12/01/2003,Nam,1205000240,0045119443,dangvankhanh240@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 3,3.47,Hưng Yên,531,,https://drive.google.com/file/d/1njPw2V7fcIOhoja6B3CntBrbsuXxmyH8/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong241@gmail.com,Vũ Thị Phương,2251164241,03/10/2004,Nữ,1205000241,0694086008,vuthiphuong241@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 1,2.84,Thanh Hóa,474,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1ry_tzJmY227Q3gtXTXQXfLVciRgp2V93/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong242@gmail.com,Vũ Thị Phương,2251164242,24/01/2006,Nữ,1205000242,0726218954,vuthiphuong242@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 2,3.36,Hà Nội,262,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1CrlTxYykX_35sv3kbn23vyFfS47446p9/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan243@gmail.com,Ngô Thị Lan,2251164243,29/05/2006,Nữ,1205000243,0916170092,ngothilan243@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.79,Hưng Yên,199,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1UZyrLxlXJKIC2RFNA49PRDRgKhtAinTO/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong244@gmail.com,Hoàng Văn Long,2251164244,04/10/2003,Nam,1205000244,0291231980,hoangvanlong244@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 1,2.82,Gia Lai,6,,https://drive.google.com/file/d/10pEs4znYxPcJD0jhSncjGQ3i844SLn9h/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh245@gmail.com,Bùi Thị Hạnh,2251164245,07/09/2003,Nữ,1205000245,0112864183,buithihanh245@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 4,2.49,Nam Định,464,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1HwUFkLknMjD9pKnLc62sECAj7mq9PRkY/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan246@gmail.com,Nguyễn Văn An,2251164246,25/01/2004,Nam,1205000246,0810502803,nguyenvanan246@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 1,3.72,Thanh Hóa,77,,https://drive.google.com/file/d/1NyJ-5bxHVwugV2DQyr5fO46jggfAGta4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan247@gmail.com,Ngô Thị Lan,2251164247,13/01/2003,Nữ,1205000247,0920654462,ngothilan247@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 2,3.47,Nghệ An,7,,https://drive.google.com/file/d/1OkWDlR_bVzHwpIH81XDLhhr63qXxhyaO/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong248@gmail.com,Vũ Thị Phương,2251164248,01/02/2003,Nữ,1205000248,0941732772,vuthiphuong248@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 2,2.66,Lào Cai,540,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1JXKUTbzyg_aou1TUSLqudCmhXSaWOTqR/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong249@gmail.com,Vũ Thị Phương,2251164249,24/09/2003,Nữ,1205000249,0410574670,vuthiphuong249@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,3.12,Nghệ An,230,Vùng sâu vùng xa,https://drive.google.com/file/d/1hgYyOv2x0qy9EnTzd1tDWjjkdpob7wBg/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong250@gmail.com,Vũ Thị Phương,2251164250,05/10/2004,Nữ,1205000250,0379482965,vuthiphuong250@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 1,3.60,Hưng Yên,532,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1uVwEGV8iVDa7HzhLntcYMMLURzHmC0K4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh251@gmail.com,Trần Văn Bình,2251164251,28/05/2003,Nam,1205000251,0787662935,tranvanbinh251@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 3,3.23,Hà Nội,480,Vùng sâu vùng xa,https://drive.google.com/file/d/1YrzIeJTIukZXhy8ulmdUc0GjMOgNUCR4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong252@gmail.com,Hoàng Văn Long,2251164252,24/09/2004,Nam,1205000252,0334996796,hoangvanlong252@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 4,2.56,Hà Nội,581,Vùng sâu vùng xa,https://drive.google.com/file/d/1x3667ePbXbUyPg8fI0Vkm2aPKfLnkbwn/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh253@gmail.com,Bùi Thị Hạnh,2251164253,19/04/2005,Nữ,1205000253,0279116870,buithihanh253@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 3,3.92,Hà Nội,377,,https://drive.google.com/file/d/1M3REzLgYYcNMp6mVd3JTJrLQdBX5lN6o/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh254@gmail.com,Đặng Văn Khánh,2251164254,10/12/2005,Nam,1205000254,0354002412,dangvankhanh254@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 3,3.68,Hà Nội,498,,https://drive.google.com/file/d/1glkvbdr06edeleND4uUKtQ4bCmyz-Kj4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh255@gmail.com,Bùi Thị Hạnh,2251164255,12/05/2006,Nữ,1205000255,0865863428,buithihanh255@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 1,03.02,Hà Nội,349,,https://drive.google.com/file/d/10IIXI5alejTPwvhmjTUif_DAbe-Zbfxk/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh256@gmail.com,Bùi Thị Hạnh,2251164256,24/01/2005,Nữ,1205000256,0307720300,buithihanh256@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 4,3.70,Nam Định,321,,https://drive.google.com/file/d/1bN-m2hWr0EdECpRHY83u395I9uTHqeiY/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan257@gmail.com,Ngô Thị Lan,2251164257,29/03/2004,Nữ,1205000257,0817180765,ngothilan257@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 4,3.48,Hưng Yên,381,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1-dveTUKZxodyxcL2Dk3XRVxXNyUuBbvi/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong258@gmail.com,Vũ Thị Phương,2251164258,05/03/2005,Nữ,1205000258,0089597415,vuthiphuong258@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 3,3.62,Lào Cai,95,Vùng sâu vùng xa,https://drive.google.com/file/d/1uwit5TkKDNLy2nfzEJVMOXAOI4fuM51O/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,phamvancuong259@gmail.com,Phạm Văn Cường,2251164259,12/12/2005,Nam,1205000259,0320540992,phamvancuong259@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 2,3.54,Hưng Yên,215,Vùng sâu vùng xa,https://drive.google.com/file/d/1-K9S6s8wCOVkH4blWLKE5V79UQMiS43s/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh260@gmail.com,Đặng Văn Khánh,2251164260,17/12/2004,Nam,1205000260,0285628055,dangvankhanh260@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 4,3.59,Gia Lai,20,,https://drive.google.com/file/d/1gZ2IEHmTvi76nNiL_viASL2hfVomQ_hW/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong261@gmail.com,Hoàng Văn Long,2251164261,07/08/2003,Nam,1205000261,0577324349,hoangvanlong261@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 3,3.84,Nghệ An,148,,https://drive.google.com/file/d/18KJeE2rWCEhPMXvGOa-fc4iXZFnFFhQ5/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,lethidieu262@gmail.com,Lê Thị Diệu,2251164262,15/09/2005,Nữ,1205000262,0155393007,lethidieu262@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,3.85,Gia Lai,202,Vùng sâu vùng xa,https://drive.google.com/file/d/10xtVEqP9KJzYjH3jFrJ2AW9Kjme9KuxY/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai263@gmail.com,Đỗ Thị Mai,2251164263,27/05/2004,Nữ,1205000263,0184755764,dothimai263@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 4,2.52,Lào Cai,292,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1lHG-5KMygFY5nApPMSF4oi_Kxp6pDiyw/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh264@gmail.com,Đặng Văn Khánh,2251164264,30/12/2005,Nam,1205000264,0173328662,dangvankhanh264@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 2,2.71,Gia Lai,82,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1W6gFQa3aZ23gx_kGKuwIHVNMNVgkiggf/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan265@gmail.com,Nguyễn Văn An,2251164265,12/12/2005,Nam,1205000265,0046224834,nguyenvanan265@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 3,3.13,Nghệ An,13,Vùng sâu vùng xa,https://drive.google.com/file/d/1tMN4DtsyHdVOeQfccJA0yonouVjHTsxv/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong266@gmail.com,Hoàng Văn Long,2251164266,11/01/2004,Nam,1205000266,0728082191,hoangvanlong266@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 4,3.78,Hưng Yên,177,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1Ncj6QipFJT0lGzg0RAMXGqWKK1K4bS0p/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan267@gmail.com,Ngô Thị Lan,2251164267,03/04/2003,Nữ,1205000267,0030629801,ngothilan267@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 2,3.82,Gia Lai,174,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1G-kBv7xa0I7PwLEsvBaIJJ9ulB9rcix2/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong268@gmail.com,Hoàng Văn Long,2251164268,31/05/2006,Nam,1205000268,0963842481,hoangvanlong268@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 3,3.13,Hà Nội,533,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1bTF64RW_WXvbBP4sJ_O5QheWqLTTT7gx/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong269@gmail.com,Vũ Thị Phương,2251164269,20/07/2005,Nữ,1205000269,0729423419,vuthiphuong269@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 4,2.90,Gia Lai,184,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1LutcJlCCsUC0qZnDES9KVUbuuR3l9SkG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,phamvancuong270@gmail.com,Phạm Văn Cường,2251164270,03/09/2004,Nam,1205000270,0578201798,phamvancuong270@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 4,3.35,Lào Cai,501,Vùng sâu vùng xa,https://drive.google.com/file/d/11g1l6ovo9mxNG2Sa8s_FFBH9ITQrh45v/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong271@gmail.com,Vũ Thị Phương,2251164271,11/11/2006,Nữ,1205000271,0549043185,vuthiphuong271@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 3,3.18,Thanh Hóa,218,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1ASxqtNmb-SN3OUSpOpijcoD4uSyI9l1j/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan272@gmail.com,Nguyễn Văn An,2251164272,02/01/2005,Nam,1205000272,0660223935,nguyenvanan272@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,2.98,Hưng Yên,357,Vùng sâu vùng xa,https://drive.google.com/file/d/19OELF4XmkKEOD-n0a6ouKABMTZoryBNx/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong273@gmail.com,Vũ Thị Phương,2251164273,27/05/2006,Nữ,1205000273,0017740721,vuthiphuong273@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 2,3.82,Nghệ An,523,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1_5jvxwuYe_9N7tHBlQe_wUXsIjdn5Fsd/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh274@gmail.com,Trần Văn Bình,2251164274,06/10/2005,Nam,1205000274,0999901264,tranvanbinh274@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 4,3.81,Lào Cai,109,,https://drive.google.com/file/d/1mrtWOdOGPztFC9mLJdU5nn0Qsg2UhxaZ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong275@gmail.com,Vũ Thị Phương,2251164275,21/09/2006,Nữ,1205000275,0058649600,vuthiphuong275@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,03.03,Hà Nội,148,,https://drive.google.com/file/d/1dLvnNOE-bVjtj_EU6kit8z8d2ZQ8JJv0/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan276@gmail.com,Nguyễn Văn An,2251164276,31/10/2006,Nam,1205000276,0982024002,nguyenvanan276@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 1,3.95,Lào Cai,479,Vùng sâu vùng xa,https://drive.google.com/file/d/1fiBwXkQ480dkNoe_MdGIfe9ewib3aXLS/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh277@gmail.com,Trần Văn Bình,2251164277,28/11/2005,Nam,1205000277,0633926445,tranvanbinh277@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 3,2.60,Hưng Yên,596,Vùng sâu vùng xa,https://drive.google.com/file/d/179Ul5MmG-ZrdSMpVL4VfecTrNEwrDqzz/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong278@gmail.com,Hoàng Văn Long,2251164278,22/04/2003,Nam,1205000278,0289468208,hoangvanlong278@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 4,3.13,Lào Cai,306,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1JJLRcnDj60RhRDii5YLWmX6tR5Y3vlCz/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong279@gmail.com,Hoàng Văn Long,2251164279,15/11/2004,Nam,1205000279,0552970960,hoangvanlong279@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 3,3.32,Hưng Yên,468,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1TsEuE9h7XdPV0tqgT4719WZQ1foOslRk/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh280@gmail.com,Trần Văn Bình,2251164280,10/01/2005,Nam,1205000280,0377073711,tranvanbinh280@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 3,2.59,Lào Cai,66,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1duvObzQiaddUtoFpVuArjLvnRm0b1Jqe/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh281@gmail.com,Đặng Văn Khánh,2251164281,11/09/2006,Nam,1205000281,0589468939,dangvankhanh281@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 3,3.64,Nam Định,177,,https://drive.google.com/file/d/1ZxxSAtGlEhEoMiBl2ER9dCLMWSQghRzS/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh282@gmail.com,Đặng Văn Khánh,2251164282,22/03/2003,Nam,1205000282,0182520086,dangvankhanh282@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 2,2.81,Gia Lai,336,,https://drive.google.com/file/d/1z7l158p_mWrrlDGgfrAwHR6dnDY84PyV/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh283@gmail.com,Bùi Thị Hạnh,2251164283,01/08/2006,Nữ,1205000283,0404693006,buithihanh283@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 2,2.86,Nghệ An,453,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1BULWEj8yqeUTyP0BGoKkOLjyEgMSyc6n/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan284@gmail.com,Nguyễn Văn An,2251164284,15/04/2004,Nam,1205000284,0894579261,nguyenvanan284@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 1,3.92,Nghệ An,79,Vùng sâu vùng xa,https://drive.google.com/file/d/1H2ho3Fm3SUNFS2rM9CImEWRZVjdLhpEL/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,lethidieu285@gmail.com,Lê Thị Diệu,2251164285,19/02/2004,Nữ,1205000285,0839040101,lethidieu285@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 4,3.66,Hưng Yên,353,Vùng sâu vùng xa,https://drive.google.com/file/d/1vwtVbeC9FE5YTSEwfirThYH2GiuUJU_5/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan286@gmail.com,Ngô Thị Lan,2251164286,10/01/2003,Nữ,1205000286,0729545841,ngothilan286@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 2,3.36,Nam Định,406,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/10FuzhqkG39XLPQ_99RMKfFOLJLP2DrFG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh287@gmail.com,Bùi Thị Hạnh,2251164287,08/11/2003,Nữ,1205000287,0525497202,buithihanh287@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,3.47,Hà Nội,259,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1PVemryOBBpiix3vpcvkZWyHX1NiQIldS/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan288@gmail.com,Ngô Thị Lan,2251164288,13/01/2003,Nữ,1205000288,0080632614,ngothilan288@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,3.33,Thanh Hóa,537,,https://drive.google.com/file/d/12baCOckQtTjQnh3BxxlDmwcVALRo7b2n/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
